Species Name,Formula,Image,¦¤fH¡ã(0K),delta_H(298.15K),Uncertainty,Units,Molecular ,,(Molecular,mass)
Cyclopropynyl,CH(CC) (g),,710.9,715,¡À 1.1,kJ/mol,37.0400 ¡À,,37.0400 ¡À,0.0024
,,,,,,,0.0024,,,
Deuterium atom,D (g),,219.804,221.717,¡À 0.000,kJ/mol,2.01410177800 ¡À,,2.01410177800 ¡À,4.00E-10
,,,,,,,4.00E-10,,,
2-Hydrotrioxy anion,[OO(H)O]- (g),,27.5,21.8,¡À 1.4,kJ/mol,49.00669 ¡À,,49.00669 ¡À,0.0009
,,,,,,,0.0009,,,
Chlorosyl hydride,HClO (g),,141.9,139.1,¡À 1.7,kJ/mol,52.46004 ¡À,,52.46004 ¡À,0.00095
,,,,,,,0.00095,,,
t-Butylium,[(CH3)3C]+ (g),,733.86,710.58,¡À 0.98,kJ/mol,57.1137 ¡À,,57.1137 ¡À,0.0033
,,,,,,,0.0033,,,
t-Butyl anion,[(CH3)3C]- (g),,76.4,51.6,¡À 1.5,kJ/mol,57.1148 ¡À,,57.1148 ¡À,0.0033
,,,,,,,0.0033,,,
Aquachlorine cation,[ClOH2]+ (g),,821.8,815,¡À 1.7,kJ/mol,53.46743 ¡À,,53.46743 ¡À,0.00096
,,,,,,,0.00096,,,
iso-Butyl,(CH3)2CHCH2 (g),,97.17,73.18,¡À 0.76,kJ/mol,57.1143 ¡À,,57.1143 ¡À,0.0033
,,,,,,,0.0033,,,
Methylcyclopropane,CH3CH(CH2CH2) (g),,47.7,24.5,¡À 1.3,kJ/mol,56.1063 ¡À,,56.1063 ¡À,0.0032
,,,,,,,0.0032,,,
Cyclobutene,CH2(CH2CHCH) (g),,176.99,159.95,¡À 0.93,kJ/mol,54.0904 ¡À,,54.0904 ¡À,0.0032
,,,,,,,0.0032,,,
Dihydrogen fluoride anion,"[HFH]- (g, triplet)",,133.2,131.9,¡À 1.6,kJ/mol,21.01483 ¡À,,21.01483 ¡À,0.00014
,,,,,,,0.00014,,,
Triiodide,[I3]- (aq),,,-51.25,¡À 0.80,kJ/mol,380.713959 ¡À,,380.713959 ¡À,0.00009
,,,,,,,0.00009,,,
Ethanol,CH3CH2OH (l),,-269.72,-277.48,¡À 0.23,kJ/mol,46.0684 ¡À,,46.0684 ¡À,0.0017
,,,,,,,0.0017,,,
2-Hydroxyethyl,"CH2CH2OH (g, staggered-anti)",,-5.1,-17.5,¡À 1.3,kJ/mol,45.0605 ¡À,,45.0605 ¡À,0.0017
,,,,,,,0.0017,,,
Vinyl alcohol cation,"[CH2CHOH]+ (g, syn)",,787.1,775.88,¡À 0.93,kJ/mol,44.0520 ¡À,,44.0520 ¡À,0.0017
,,,,,,,0.0017,,,
Vinoxy,CH2CHO (g),,22.62,15.78,¡À 0.86,kJ/mol,43.0446 ¡À,,43.0446 ¡À,0.0016
,,,,,,,0.0016,,,
Vinoxy cation,"[CH2CHO]+ (g, triplet)",,1020,1013,¡À 1.5,kJ/mol,43.0441 ¡À,,43.0441 ¡À,0.0016
,,,,,,,0.0016,,,
Vinoxide,[CH2CHO]- (g),,-153.39,-160.44,¡À 0.86,kJ/mol,43.0452 ¡À,,43.0452 ¡À,0.0016
,,,,,,,0.0016,,,
Oxiranyl anion,"[CH2(CHO)]- (g, singlet)",,121.1,113.1,¡À 1.6,kJ/mol,43.0452 ¡À,,43.0452 ¡À,0.0016
,,,,,,,0.0016,,,
Acetic acid,CH3C(O)OH (aq),,,-485.19,¡À 0.23,kJ/mol,60.0520 ¡À,,60.0520 ¡À,0.0017
,,,,,,,0.0017,,,
COC vdW,"(CO)(C) (g, triplet)",,590,598.7,¡À 1.7,kJ/mol,40.0208 ¡À,,40.0208 ¡À,0.0016
,,,,,,,0.0016,,,
(E)-Diazene cation,"[HNNH]+ (g, trans)",,1132.47,1125.53,¡À 0.66,kJ/mol,30.02881 ¡À,,30.02881 ¡À,0.0002
,,,,,,,0.0002,,,
Oxirene,"O(CHCH) (g, c-triplet)",,389.8,385.7,¡À 1.7,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
(Z)-Diazene,"HNNH (g, cis)",,228.81,221.68,¡À 0.64,kJ/mol,30.02936 ¡À,,30.02936 ¡À,0.0002
,,,,,,,0.0002,,,
Perchloric acid,HOCl(O)(O)O (g),,13.2,1.8,¡À 1.8,kJ/mol,100.4582 ¡À,,100.4582 ¡À,0.0015
,,,,,,,0.0015,,,
Formyloxoniumylidene,[HC(O)O]+ (g),,1017.1,1013.7,¡À 1.4,kJ/mol,45.0169 ¡À,,45.0169 ¡À,0.001
,,,,,,,0.001,,,
Dioxymethylene,"HCOO (g, trans)",,364,361.7,¡À 2.4,kJ/mol,45.0174 ¡À,,45.0174 ¡À,0.001
,,,,,,,0.001,,,
2-Propanol,CH3CH(OH)CH3 (g),,-249.52,-273.62,¡À 0.38,kJ/mol,60.0950 ¡À,,60.0950 ¡À,0.0025
,,,,,,,0.0025,,,
Cyanate,[NCO]- (g),,-221.1,-221.32,¡À 0.54,kJ/mol,42.01739 ¡À,,42.01739 ¡À,0.00086
,,,,,,,0.00086,,,
Nitrosomethylidyne,CNO (g),,389.5,390.8,¡À 1.5,kJ/mol,42.01684 ¡À,,42.01684 ¡À,0.00086
,,,,,,,0.00086,,,
Oxazirinyl,C(NO) (g),,449.9,450.7,¡À 1.5,kJ/mol,42.01684 ¡À,,42.01684 ¡À,0.00086
,,,,,,,0.00086,,,
Trioxidaniumyl,"[HOOOH]+ (g, t, t)",,925.4,916.2,¡À 1.5,kJ/mol,50.01353 ¡À,,50.01353 ¡À,0.00091
,,,,,,,0.00091,,,
Propionic acid,"CH3CH2C(O)OH (g, syn)",,-436.42,-454.32,¡À 0.60,kJ/mol,74.0785 ¡À,,74.0785 ¡À,0.0025
,,,,,,,0.0025,,,
2-Methoxy-2-oxoethyl,"CH2C(O)OCH3 (g, syn)",,-203.4,-218.6,¡À 1.6,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
(Acetyloxy)methyl,"CH3C(O)OCH2 (g, syn)",,-200.8,-214.5,¡À 1.6,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
Dimethylmethyleneammonium,[(CH3)2NCH2]+ (g),,695.9,670.8,¡À 1.4,kJ/mol,58.1018 ¡À,,58.1018 ¡À,0.0025
,,,,,,,0.0025,,,
Trichloromethide,[CCl3]- (g),,-125,-124.4,¡À 2.0,kJ/mol,118.3693 ¡À,,118.3693 ¡À,0.0028
,,,,,,,0.0028,,,
"1,1,2,2-Tetrachloroethane",CHCl2CHCl2 (g),,-146.9,-156.3,¡À 1.5,kJ/mol,167.8481 ¡À,,167.8481 ¡À,0.0039
,,,,,,,0.0039,,,
"1,1,2,2-Tetrachloroethane","CHCl2CHCl2 (cr,l)",,-173.1,-202,¡À 1.5,kJ/mol,167.8481 ¡À,,167.8481 ¡À,0.0039
,,,,,,,0.0039,,,
Pentachloroethane,"CHCl2CCl3 (cr,l)",,,-202.9,¡À 2.5,kJ/mol,202.2928 ¡À,,202.2928 ¡À,0.0048
,,,,,,,0.0048,,,
Trichloroethene,CHClCCl2 (l),,,-49.3,¡À 1.5,kJ/mol,131.3874 ¡À,,131.3874 ¡À,0.0031
,,,,,,,0.0031,,,
Tetrachloroethene,CCl2CCl2 (l),,,-63,¡À 1.1,kJ/mol,165.8322 ¡À,,165.8322 ¡À,0.0039
,,,,,,,0.0039,,,
Trichloroethene,CHClCCl2 (g),,-11.4,-14.7,¡À 1.5,kJ/mol,131.3874 ¡À,,131.3874 ¡À,0.0031
,,,,,,,0.0031,,,
Bifluoride,"[FFH]- (g, triplet)",,-68,-67.6,¡À 1.6,kJ/mol,39.005295 ¡À,,39.005295 ¡À,0.00007
,,,,,,,0.00007,,,
Bromodichloromethane,CHCl2Br (g),,-37.7,-49.4,¡À 1.3,kJ/mol,163.8280 ¡À,,163.8280 ¡À,0.0022
,,,,,,,0.0022,,,
Difluorodibromomethane,CF2Br2 (g),,-366.1,-383.8,¡À 1.4,kJ/mol,209.8155 ¡À,,209.8155 ¡À,0.0022
,,,,,,,0.0022,,,
Dichlorodibromomethane,CCl2Br2 (g),,20.5,4.9,¡À 1.5,kJ/mol,242.7241 ¡À,,242.7241 ¡À,0.0028
,,,,,,,0.0028,,,
Chlorine fluoride cation,[ClF]+ (g),,1165.52,1165.7,¡À 0.49,kJ/mol,54.45055 ¡À,,54.45055 ¡À,0.0009
,,,,,,,0.0009,,,
Difluorobromomethane,CHF2Br (g),,-410.66,-423.86,¡À 0.48,kJ/mol,130.9194 ¡À,,130.9194 ¡À,0.0013
,,,,,,,0.0013,,,
"1,2-Difluoroethane",CH2FCH2F (g),,-434.54,-447.96,¡À 0.82,kJ/mol,66.0500 ¡À,,66.0500 ¡À,0.0016
,,,,,,,0.0016,,,
Hydroxyaminiumyl,[NOH]+ (g),,1161.2,1158.3,¡À 1.4,kJ/mol,31.01353 ¡À,,31.01353 ¡À,0.00032
,,,,,,,0.00032,,,
Fluoro(fluorooxy)methylene,"FCOF (g, trans)",,-37.5,-39.1,¡À 1.4,kJ/mol,66.00691 ¡À,,66.00691 ¡À,0.00085
,,,,,,,0.00085,,,
Fluorohydrochlorine cation,[FClH]+ (g),,975.3,972.3,¡À 2.0,kJ/mol,55.45849 ¡À,,55.45849 ¡À,0.0009
,,,,,,,0.0009,,,
Peroxychlorous acid,"HOOClO (g, syn)",,96.2,90.2,¡À 2.1,kJ/mol,84.4588 ¡À,,84.4588 ¡À,0.0013
,,,,,,,0.0013,,,
Phenylium,"[C6H5]+ (g, triplet)",,1251.1,1238,¡À 1.9,kJ/mol,77.1034 ¡À,,77.1034 ¡À,0.0048
,,,,,,,0.0048,,,
Nitrosodioxaziridine,"ONN(OO) (g, trans)",,413.6,407.6,¡À 1.8,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Chlorobenzene cation,[C6H5Cl]+ (g),,942.47,928.55,¡À 0.61,kJ/mol,112.5561 ¡À,,112.5561 ¡À,0.0049
,,,,,,,0.0049,,,
Chlorobenzene,"C6H5Cl (cr,l)",,,11.22,¡À 0.59,kJ/mol,112.5566 ¡À,,112.5566 ¡À,0.0049
,,,,,,,0.0049,,,
Bromobenzene cation,[C6H5Br]+ (g),,994.8,973.2,¡À 1.3,kJ/mol,157.0074 ¡À,,157.0074 ¡À,0.0049
,,,,,,,0.0049,,,
Hydroxyamidogen,"HNOH (g, cis)",,123.5,116.9,¡À 1.7,kJ/mol,32.02202 ¡À,,32.02202 ¡À,0.00034
,,,,,,,0.00034,,,
Iodobenzene,"C6H5I (cr,l)",,112.8,112.9,¡À 1.1,kJ/mol,204.0084 ¡À,,204.0084 ¡À,0.0048
,,,,,,,0.0048,,,
Nitrobenzene,C6H5N(O)O (g),,81.4,61.4,¡À 1.4,kJ/mol,123.1094 ¡À,,123.1094 ¡À,0.0049
,,,,,,,0.0049,,,
Methyl nitrite,CH3ONO (g),,-55.62,-66.29,¡À 0.45,kJ/mol,61.0401 ¡À,,61.0401 ¡À,0.001
,,,,,,,0.001,,,
"1,3-Butadien-2-ol","CH2C(OH)CHCH2 (g, s-trans, syn)",,-53.8,-70.8,¡À 1.6,kJ/mol,70.0898 ¡À,,70.0898 ¡À,0.0032
,,,,,,,0.0032,,,
Dinitrogen tetraoxide,O2NNO2 (g),,20.15,10.86,¡À 0.14,kJ/mol,92.0111 ¡À,,92.0111 ¡À,0.0012
,,,,,,,0.0012,,,
Hydroxyaminylium,"[HNOH]+ (g, trans)",,1019.6,1012.4,¡À 2.5,kJ/mol,32.02147 ¡À,,32.02147 ¡À,0.00034
,,,,,,,0.00034,,,
Chloride,Cl- (aq),,,-166.991,¡À 0.023,kJ/mol,35.45325 ¡À,,35.45325 ¡À,0.0009
,,,,,,,0.0009,,,
Hydroxyimidogen,NOH (g),,218,215.12,¡À 0.89,kJ/mol,31.01408 ¡À,,31.01408 ¡À,0.00032
,,,,,,,0.00032,,,
Ethylene cation,[CH2CH2]+ (g),,1075.2,1067.98,¡À 0.12,kJ/mol,28.0526 ¡À,,28.0526 ¡À,0.0016
,,,,,,,0.0016,,,
Nitrous acid,"HONO (g, cis)",,-71.39,-77.74,¡À 0.26,kJ/mol,47.01348 ¡À,,47.01348 ¡À,0.00061
,,,,,,,0.00061,,,
Trihydrogen dioxide anion,[HOHOH]- (g),,-487.5,-495.8,¡À 1.1,kJ/mol,35.02317 ¡À,,35.02317 ¡À,0.00064
,,,,,,,0.00064,,,
Iminomethyl anion,"[HCNH]- (g, trans)",,237.4,233.5,¡À 1.8,kJ/mol,28.03387 ¡À,,28.03387 ¡À,0.00082
,,,,,,,0.00082,,,
Fluoronium,"[(HF)(H)]+ (g, triplet)",,1490.1,1491.5,¡À 1.9,kJ/mol,21.01373 ¡À,,21.01373 ¡À,0.00014
,,,,,,,0.00014,,,
Cyanogen iodide anion,[ICN]- (g),,86.5,88.8,¡À 8.1,kJ/mol,152.92246 ¡À,,152.92246 ¡À,0.0008
,,,,,,,0.0008,,,
Methanol,CH3OH (l),,-235.25,-238.59,¡À 0.15,kJ/mol,32.04186 ¡À,,32.04186 ¡À,0.0009
,,,,,,,0.0009,,,
Azanylium,[NH2]+ (g),,1266.56,1264.49,¡À 0.11,kJ/mol,16.02207 ¡À,,16.02207 ¡À,0.00016
,,,,,,,0.00016,,,
Formaldehyde cation,[CH2O]+ (g),,944.863,941.242,¡À 0.099,kJ/mol,30.02543 ¡À,,30.02543 ¡À,0.00087
,,,,,,,0.00087,,,
Isoformyl anion,"[COH]- (g, triplet)",,267.4,268,¡À 1.6,kJ/mol,29.01859 ¡À,,29.01859 ¡À,0.00086
,,,,,,,0.00086,,,
Dioxygen,"O2 (g, singlet)",,94.41,94.383,¡À 0.000,kJ/mol,31.99880 ¡À,,31.99880 ¡À,0.0006
,,,,,,,0.0006,,,
Ammonia,"NH3 (aq, undissoc)",,,-80.886,¡À 0.053,kJ/mol,17.03056 ¡À,,17.03056 ¡À,0.00022
,,,,,,,0.00022,,,
Hydroxydioxonitrate,[HON(O)O]- (g),,-193.2,-197.6,¡À 2.4,kJ/mol,63.01343 ¡À,,63.01343 ¡À,0.00091
,,,,,,,0.00091,,,
Ammonium nitrate,"(NH4)NO3 (cr,l)",,-350.29,-365.26,¡À 0.18,kJ/mol,80.04344 ¡À,,80.04344 ¡À,0.00095
,,,,,,,0.00095,,,
1-Propynyl,CH3CC (g),,528.16,525.98,¡À 0.84,kJ/mol,39.0559 ¡À,,39.0559 ¡À,0.0024
,,,,,,,0.0024,,,
2-Propen-1-yl-3-ylidene,CH2CHC (g),,556.7,554.4,¡À 1.3,kJ/mol,39.0559 ¡À,,39.0559 ¡À,0.0024
,,,,,,,0.0024,,,
2-Cyclopropen-1-ylium-1-yl,[C(CHCH)]+ (g),,1382,1380.9,¡À 1.1,kJ/mol,38.0474 ¡À,,38.0474 ¡À,0.0024
,,,,,,,0.0024,,,
Propynylidene,"HCCCH (g, cis singlet)",,597.6,599.3,¡À 1.3,kJ/mol,38.0480 ¡À,,38.0480 ¡À,0.0024
,,,,,,,0.0024,,,
Propenediylidene,CHCHC (g),,796.2,797.3,¡À 1.4,kJ/mol,38.0480 ¡À,,38.0480 ¡À,0.0024
,,,,,,,0.0024,,,
n-Butylium,[CH3CH2CH2CH2]+ (g),,827.4,803.1,¡À 1.2,kJ/mol,57.1137 ¡À,,57.1137 ¡À,0.0033
,,,,,,,0.0033,,,
Fluoronium,[HFH]+ (g),,774.1,771.16,¡À 0.88,kJ/mol,21.01373 ¡À,,21.01373 ¡À,0.00014
,,,,,,,0.00014,,,
Dibromide,[Br2]- (g),,-199.2,-213.3,¡À 2.0,kJ/mol,159.8085 ¡À,,159.8085 ¡À,0.002
,,,,,,,0.002,,,
Dihydrogen fluoride anion,"[(F)(HH)]- (g, singlet)",,-257,-260.1,¡À 1.9,kJ/mol,21.01483 ¡À,,21.01483 ¡À,0.00014
,,,,,,,0.00014,,,
Oxochloronium,[ClO]+ (g),,1150.86,1150.69,¡À 0.66,kJ/mol,51.45155 ¡À,,51.45155 ¡À,0.00095
,,,,,,,0.00095,,,
iso-Hexane,CH3CH2CH2CH(CH3)2 (g),,-134.66,-173.92,¡À 0.84,kJ/mol,86.1754 ¡À,,86.1754 ¡À,0.0049
,,,,,,,0.0049,,,
Azidonitrene,"NNNN (g, Cs)",,692.1,687.5,¡À 1.4,kJ/mol,56.02696 ¡À,,56.02696 ¡À,0.00028
,,,,,,,0.00028,,,
Ethyloxoniumyl,[CH3CH2OH]+ (g),,783.3,766.3,¡À 1.7,kJ/mol,46.0679 ¡À,,46.0679 ¡À,0.0017
,,,,,,,0.0017,,,
1-Hydroxyethylium,[CH3CHOH]+ (g),,608.78,594.35,¡À 0.40,kJ/mol,45.0600 ¡À,,45.0600 ¡À,0.0017
,,,,,,,0.0017,,,
Chlorosyl chloride,ClClO (g),,134.5,133.2,¡À 1.4,kJ/mol,86.9048 ¡À,,86.9048 ¡À,0.0018
,,,,,,,0.0018,,,
2-Hydroxyethylium,"[CH2CH2OH]+ (g, staggered-anti)",,1019.2,1006.4,¡À 1.6,kJ/mol,45.0600 ¡À,,45.0600 ¡À,0.0017
,,,,,,,0.0017,,,
Ethyloxoniumylidene,[CH3CH2O]+ (g),,988.8,975.1,¡À 1.5,kJ/mol,45.0600 ¡À,,45.0600 ¡À,0.0017
,,,,,,,0.0017,,,
Acetaldehyde cation,[CH3CHO]+ (g),,831.83,821.85,¡À 0.27,kJ/mol,44.0520 ¡À,,44.0520 ¡À,0.0017
,,,,,,,0.0017,,,
Oxiranylium,"[CH2(CHO)]+ (g, triplet)",,1233.4,1226.4,¡À 1.7,kJ/mol,43.0441 ¡À,,43.0441 ¡À,0.0016
,,,,,,,0.0016,,,
Oxiranyl anion,"[CH2(CHO)]- (g, triplet)",,140.8,134.8,¡À 1.6,kJ/mol,43.0452 ¡À,,43.0452 ¡À,0.0016
,,,,,,,0.0016,,,
Ketene,"CH2CO (g, singlet)",,-45.34,-48.46,¡À 0.12,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Ketenyl anion,[HCCO]- (g),,-48.38,-47.46,¡À 0.84,kJ/mol,41.0293 ¡À,,41.0293 ¡À,0.0016
,,,,,,,0.0016,,,
Dicarbon monoxide anion,[CCO]- (g),,154.34,157.98,¡À 0.98,kJ/mol,40.0213 ¡À,,40.0213 ¡À,0.0016
,,,,,,,0.0016,,,
Dicarbon monoxide,"CCO (g, singlet)",,440.38,444.72,¡À 0.98,kJ/mol,40.0208 ¡À,,40.0208 ¡À,0.0016
,,,,,,,0.0016,,,
COC vdW,"(CO)(C) (g, singlet)",,726.4,734.8,¡À 1.8,kJ/mol,40.0208 ¡À,,40.0208 ¡À,0.0016
,,,,,,,0.0016,,,
C=O-C cation,"[COC]+ (g, doublet)",,1576.2,1583.3,¡À 2.4,kJ/mol,40.0203 ¡À,,40.0203 ¡À,0.0016
,,,,,,,0.0016,,,
C=O=C anion,[COC]- (g),,550.4,554.2,¡À 2.2,kJ/mol,40.0213 ¡À,,40.0213 ¡À,0.0016
,,,,,,,0.0016,,,
Oxirene cation,[O(CHCH)]+ (g),,1106.3,1102.6,¡À 2.0,kJ/mol,42.0361 ¡À,,42.0361 ¡À,0.0016
,,,,,,,0.0016,,,
Ethynol,"HCCOH (g, gauche triplet)",,400.2,397.7,¡À 2.0,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Nitronium,[ONO]+ (g),,961.78,958.23,¡À 0.20,kJ/mol,46.00499 ¡À,,46.00499 ¡À,0.0006
,,,,,,,0.0006,,,
Oxoethylidene,"HCC(O)H (g, anti-triplet)",,266,262.7,¡À 1.9,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Chlorite,[OClO]- (g),,-105.62,-107.79,¡À 0.35,kJ/mol,67.4520 ¡À,,67.4520 ¡À,0.0011
,,,,,,,0.0011,,,
Formic acid cation,"[HC(O)OH]+ (g, anti)",,723.7,716.7,¡À 1.2,kJ/mol,46.0248 ¡À,,46.0248 ¡À,0.001
,,,,,,,0.001,,,
Formic acid anion,"[HC(O)OH]- (g, syn)",,-256.2,-262.4,¡À 1.8,kJ/mol,46.0259 ¡À,,46.0259 ¡À,0.001
,,,,,,,0.001,,,
Fluorosyl fluoride,"FFO (g, triplet)",,192.6,193.1,¡À 2.3,kJ/mol,53.99621 ¡À,,53.99621 ¡À,0.0003
,,,,,,,0.0003,,,
Chlorohydrofluorine cation,[ClFH]+ (g),,1000.8,998.1,¡À 2.1,kJ/mol,55.45849 ¡À,,55.45849 ¡À,0.0009
,,,,,,,0.0009,,,
Isocyanic acid cation,[HNCO]+ (g),,1003.1,1000.43,¡À 0.51,kJ/mol,43.02423 ¡À,,43.02423 ¡À,0.00086
,,,,,,,0.00086,,,
Peroxyimidogen,NOO (g),,405.4,403.4,¡À 1.9,kJ/mol,46.00554 ¡À,,46.00554 ¡À,0.0006
,,,,,,,0.0006,,,
Fulminic acid cation,[HCNO]+ (g),,1215.8,1213,¡À 1.3,kJ/mol,43.02423 ¡À,,43.02423 ¡À,0.00086
,,,,,,,0.00086,,,
Hydrogen fluoride,"HF (aq, 22 H2O)",,,-321.05,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
Acetic acid,"CH3C(O)OH (aq, 1500 H2O)",,,-484.92,¡À 0.23,kJ/mol,60.0520 ¡À,,60.0520 ¡À,0.0017
,,,,,,,0.0017,,,
Acetyl chloride,CH3C(O)Cl (l),,,-272.17,¡À 0.33,kJ/mol,78.4973 ¡À,,78.4973 ¡À,0.0019
,,,,,,,0.0019,,,
Methyl formate,HC(O)OCH3 (l),,,-388.41,¡À 0.88,kJ/mol,60.0520 ¡À,,60.0520 ¡À,0.0017
,,,,,,,0.0017,,,
Ethyl formate,"HC(O)OCH2CH3 (g, anti)",,-355.5,-374.6,¡À 1.5,kJ/mol,74.0785 ¡À,,74.0785 ¡À,0.0025
,,,,,,,0.0025,,,
Dioxymethylidyne,COO (g),,299.8,301.1,¡À 1.7,kJ/mol,44.00950 ¡À,,44.00950 ¡À,0.001
,,,,,,,0.001,,,
Oxadiazirene,O(NN) (g),,351.7,349.9,¡À 1.7,kJ/mol,44.01288 ¡À,,44.01288 ¡À,0.00033
,,,,,,,0.00033,,,
2-Methoxy-2-oxoethyl,"CH2C(O)OCH3 (g, anti)",,-173.3,-188.5,¡À 1.8,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
(Acetyloxy)methyl,"CH3C(O)OCH2 (g, anti)",,-174.4,-187.4,¡À 1.7,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
Glyoxal,"(CHO)2 (g, trans)",,-206.91,-212.55,¡À 0.52,kJ/mol,58.0361 ¡À,,58.0361 ¡À,0.0017
,,,,,,,0.0017,,,
Hydrogen fluoride,"HF (aq, 35 H2O)",,,-321.1,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
NON,NON (g),,545.5,542.6,¡À 1.7,kJ/mol,44.01288 ¡À,,44.01288 ¡À,0.00033
,,,,,,,0.00033,,,
Isocyanomethylidyne,CNC (g),,672.2,676.6,¡À 1.7,kJ/mol,38.0281 ¡À,,38.0281 ¡À,0.0016
,,,,,,,0.0016,,,
Cyanomethylidyne,CCN (g),,685.4,689.8,¡À 2.1,kJ/mol,38.0281 ¡À,,38.0281 ¡À,0.0016
,,,,,,,0.0016,,,
Tetrachloromethane,CCl4 (l),,-108.73,-128.15,¡À 0.44,kJ/mol,153.8215 ¡À,,153.8215 ¡À,0.0037
,,,,,,,0.0037,,,
Dichloromethylene anion,[CCl2]- (g),,75.62,77.9,¡À 0.78,kJ/mol,82.9166 ¡À,,82.9166 ¡À,0.002
,,,,,,,0.002,,,
Dichloromethylium,[CHCl2]+ (g),,894.6,891.4,¡À 1.2,kJ/mol,83.9235 ¡À,,83.9235 ¡À,0.002
,,,,,,,0.002,,,
Dichloromethide,[CHCl2]- (g),,-41.1,-42.8,¡À 2.0,kJ/mol,83.9246 ¡À,,83.9246 ¡À,0.002
,,,,,,,0.002,,,
Chloromethylium,[CH2Cl]+ (g),,962.3,958.4,¡À 1.2,kJ/mol,49.4787 ¡À,,49.4787 ¡À,0.0012
,,,,,,,0.0012,,,
Bromo hypobromite,BrOBr (g),,120.3,103.8,¡À 1.2,kJ/mol,175.8074 ¡À,,175.8074 ¡À,0.002
,,,,,,,0.002,,,
Chloromethylene,"CHCl (g, triplet)",,346.14,346.44,¡À 0.89,kJ/mol,48.4713 ¡À,,48.4713 ¡À,0.0012
,,,,,,,0.0012,,,
"1,2-Dichloroethane","CH2ClCH2Cl (cr,l)",,,-165.73,¡À 0.56,kJ/mol,98.9586 ¡À,,98.9586 ¡À,0.0024
,,,,,,,0.0024,,,
"1,1-Dichloroethane","CH3CHCl2 (cr,l)",,,-163.91,¡À 0.48,kJ/mol,98.9586 ¡À,,98.9586 ¡À,0.0024
,,,,,,,0.0024,,,
Diazenide,"[NNH]- (g, vdW)",,175.7,176.7,¡À 1.6,kJ/mol,29.02197 ¡À,,29.02197 ¡À,0.00016
,,,,,,,0.00016,,,
Pentachloroethane,CHCl2CCl3 (g),,-151.3,-157.2,¡À 1.9,kJ/mol,202.2928 ¡À,,202.2928 ¡À,0.0048
,,,,,,,0.0048,,,
Carbide,[C2]- (g),,504.7,511.27,¡À 0.39,kJ/mol,24.0219 ¡À,,24.0219 ¡À,0.0016
,,,,,,,0.0016,,,
Hydrogen difluoride,"(F)(HF) (g, perp)",,-187.4,-187.1,¡À 1.6,kJ/mol,39.004746 ¡À,,39.004746 ¡À,0.00007
,,,,,,,0.00007,,,
Chloroform,CHCl3 (l),,,-133.8,¡À 0.52,kJ/mol,119.3767 ¡À,,119.3767 ¡À,0.0028
,,,,,,,0.0028,,,
Chlorodibromomethane,CHClBr2 (g),,18.6,-0.2,¡À 3.4,kJ/mol,208.2793 ¡À,,208.2793 ¡À,0.0023
,,,,,,,0.0023,,,
Tribromofluoromethane,CBr3F (g),,-107.4,-131.4,¡À 1.6,kJ/mol,270.7211 ¡À,,270.7211 ¡À,0.0031
,,,,,,,0.0031,,,
Tribromochloromethane,CBr3Cl (g),,77.1,54.2,¡À 1.6,kJ/mol,287.1754 ¡À,,287.1754 ¡À,0.0032
,,,,,,,0.0032,,,
Trifluoromethide,[CF3]- (g),,-637.7,-639.6,¡À 1.8,kJ/mol,69.00646 ¡À,,69.00646 ¡À,0.0008
,,,,,,,0.0008,,,
Bromochloromethane,CH2ClBr (g),,-28.7,-42.7,¡À 1.3,kJ/mol,129.3833 ¡À,,129.3833 ¡À,0.0016
,,,,,,,0.0016,,,
Diiodide,[I2]- (g),,-178.13,-180.72,¡À 0.48,kJ/mol,253.809489 ¡À,,253.809489 ¡À,0.00006
,,,,,,,0.00006,,,
Dioxygenyl ion monohydrate,[(H2O)(O2)]+ (g),,828.5,821.4,¡À 2.1,kJ/mol,50.01353 ¡À,,50.01353 ¡À,0.00091
,,,,,,,0.00091,,,
Fluorochlorate,[ClF]- (g),,-256.03,-255.43,¡À 0.81,kJ/mol,54.45165 ¡À,,54.45165 ¡À,0.0009
,,,,,,,0.0009,,,
Fluoromethylene,CHF (g),,148.38,148.66,¡À 0.43,kJ/mol,32.01704 ¡À,,32.01704 ¡À,0.0008
,,,,,,,0.0008,,,
